Mã Tài Sản,Tên Thiết Bị,Danh Mục,Model/Kích Thước,Số Serial/Mã Lô,Phòng Ban,Vị Trí,Người Quản Lý,Trạng Thái,Nguyên Giá (VNĐ),Ngày Mua,Ghi Chú
AST-00767,Máy In Tem Nhãn QR Code Thermal #767,Thiết Bị IT,Xprinter XP-420B,SN-2026-77282,DEPT-IT,Tầng 4 - Phòng IT - Ô 72,Lê Vũ Tường,LOANED,2801880,2026-01-12,Tài sản mẫu kiểm thử số 767
AST-00768,Máy Nén Khí Piston 15HP #768,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-54410,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 22,Phạm Thị Lan,ACTIVE,35049420,2026-01-13,Tài sản mẫu kiểm thử số 768
AST-00769,Máy Nén Khí Piston 15HP #769,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-98825,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 16,Phạm Thị Lan,SPARE,35027170,2026-01-14,Tài sản mẫu kiểm thử số 769
AST-00770,Pallet Nhựa Đen 1200x1000mm #770,Pallet Nhựa,1200x1000x150mm,SN-2026-85253,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 86,Phạm Minh Đức,ACTIVE,415780,2026-01-15,Tài sản mẫu kiểm thử số 770
AST-00771,Pallet Nhựa 2 Mặt Tải Trọng Nặng #771,Pallet Nhựa,1200x1200x160mm,SN-2026-69406,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 52,Nguyễn Văn Hùng,ACTIVE,631540,2026-01-16,Tài sản mẫu kiểm thử số 771
AST-00772,Pallet Gỗ Thông Xuất Khẩu Euro #772,Pallet Gỗ,1200x800x144mm,SN-2026-33619,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 99,Phạm Thị Lan,SPARE,281940,2026-01-17,Tài sản mẫu kiểm thử số 772
AST-00773,Máy Nén Khí Piston 15HP #773,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-15538,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 25,Phạm Minh Đức,ACTIVE,34950870,2026-01-18,Tài sản mẫu kiểm thử số 773
AST-00774,Laptop Dell Latitude 5440 i7 #774,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-71348,DEPT-IT,Tầng 4 - Phòng IT - Ô 21,Lê Vũ Tường,ACTIVE,22549580,2026-01-19,Tài sản mẫu kiểm thử số 774
AST-00775,Xe Nâng Điện Toyota 2.5 Tấn #775,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-55391,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 56,Trần Văn Nam,ACTIVE,419995680,2026-01-20,Tài sản mẫu kiểm thử số 775
AST-00776,Máy Điều Hòa Âm Trần Daikin 36000BTU #776,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-53228,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 67,Nguyễn Văn Hùng,ACTIVE,38028160,2026-01-21,Tài sản mẫu kiểm thử số 776
AST-00777,Màn Hình Dell UltraSharp 27 inch 4K #777,Thiết Bị IT,U2723QE,SN-2026-70110,DEPT-IT,Tầng 4 - Phòng IT - Ô 56,Lê Vũ Tường,ACTIVE,12802610,2026-01-22,Tài sản mẫu kiểm thử số 777
AST-00778,Pallet Nhựa Đen 1200x1000mm #778,Pallet Nhựa,1200x1000x150mm,SN-2026-18368,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 35,Nguyễn Văn Hùng,ACTIVE,460250,2026-01-23,Tài sản mẫu kiểm thử số 778
AST-00779,Máy Nén Khí Piston 15HP #779,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-43742,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 11,Lê Vũ Tường,LOANED,34973570,2026-01-24,Tài sản mẫu kiểm thử số 779
AST-00780,Xe Nâng Điện Toyota 2.5 Tấn #780,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-68853,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 86,Nguyễn Văn Hùng,ACTIVE,419984520,2026-01-25,Tài sản mẫu kiểm thử số 780
AST-00781,Máy Nén Khí Piston 15HP #781,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-27511,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 90,Nguyễn Văn Hùng,LOANED,35032840,2026-01-26,Tài sản mẫu kiểm thử số 781
AST-00782,Máy In Tem Nhãn QR Code Thermal #782,Thiết Bị IT,Xprinter XP-420B,SN-2026-39208,DEPT-IT,Tầng 4 - Phòng IT - Ô 47,Phạm Minh Đức,ACTIVE,2845690,2026-01-27,Tài sản mẫu kiểm thử số 782
AST-00783,Máy In Tem Nhãn QR Code Thermal #783,Thiết Bị IT,Xprinter XP-420B,SN-2026-48732,DEPT-IT,Tầng 4 - Phòng IT - Ô 27,Hoàng Văn Thái,LOANED,2820050,2026-01-28,Tài sản mẫu kiểm thử số 783
AST-00784,Laptop Dell Latitude 5440 i7 #784,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-83780,DEPT-IT,Tầng 4 - Phòng IT - Ô 83,Trần Văn Nam,SPARE,22495830,2026-01-01,Tài sản mẫu kiểm thử số 784
AST-00785,Xe Nâng Điện Toyota 2.5 Tấn #785,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-11094,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 25,Nguyễn Thị Hoa,REPAIR,419977140,2026-01-02,Tài sản mẫu kiểm thử số 785
AST-00786,Pallet Nhựa Đen 1200x1000mm #786,Pallet Nhựa,1200x1000x150mm,SN-2026-27363,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 96,Lê Vũ Tường,LOANED,425430,2026-01-03,Tài sản mẫu kiểm thử số 786
AST-00787,Pallet Nhựa 2 Mặt Tải Trọng Nặng #787,Pallet Nhựa,1200x1200x160mm,SN-2026-30686,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 45,Trần Văn Nam,ACTIVE,596020,2026-01-04,Tài sản mẫu kiểm thử số 787
AST-00788,Máy In Tem Nhãn QR Code Thermal #788,Thiết Bị IT,Xprinter XP-420B,SN-2026-34330,DEPT-IT,Tầng 4 - Phòng IT - Ô 22,Trần Văn Nam,ACTIVE,2780900,2026-01-05,Tài sản mẫu kiểm thử số 788
AST-00789,Máy Nén Khí Piston 15HP #789,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-51532,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 31,Phạm Minh Đức,REPAIR,34989440,2026-01-06,Tài sản mẫu kiểm thử số 789
AST-00790,Pallet Gỗ Thông Xuất Khẩu Euro #790,Pallet Gỗ,1200x800x144mm,SN-2026-84350,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 84,Lê Vũ Tường,LOANED,224690,2026-01-07,Tài sản mẫu kiểm thử số 790
AST-00791,Máy Nén Khí Piston 15HP #791,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-86373,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 18,Phạm Thị Lan,ACTIVE,35041120,2026-01-08,Tài sản mẫu kiểm thử số 791
AST-00792,Bộ Máy Hàn TIG Điện Tử 250A #792,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-50796,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 97,Nguyễn Thị Hoa,ACTIVE,12515750,2026-01-09,Tài sản mẫu kiểm thử số 792
AST-00793,Pallet Nhựa Xanh Lót Sàn #793,Pallet Nhựa,1100x1100x120mm,SN-2026-67988,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 45,Hoàng Văn Thái,ACTIVE,335500,2026-01-10,Tài sản mẫu kiểm thử số 793
AST-00794,Màn Hình Dell UltraSharp 27 inch 4K #794,Thiết Bị IT,U2723QE,SN-2026-50261,DEPT-IT,Tầng 4 - Phòng IT - Ô 82,Phạm Minh Đức,ACTIVE,12762710,2026-01-11,Tài sản mẫu kiểm thử số 794
AST-00795,Xe Nâng Điện Toyota 2.5 Tấn #795,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-44881,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 64,Phạm Thị Lan,REPAIR,419956570,2026-01-12,Tài sản mẫu kiểm thử số 795
AST-00796,Laptop Dell Latitude 5440 i7 #796,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-27084,DEPT-IT,Tầng 4 - Phòng IT - Ô 55,Hoàng Văn Thái,LOANED,22506550,2026-01-13,Tài sản mẫu kiểm thử số 796
AST-00797,Laptop Dell Latitude 5440 i7 #797,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-70653,DEPT-IT,Tầng 4 - Phòng IT - Ô 41,Nguyễn Văn Hùng,REPAIR,22518500,2026-01-14,Tài sản mẫu kiểm thử số 797
AST-00798,Xe Nâng Điện Toyota 2.5 Tấn #798,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-89816,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 17,Nguyễn Thị Hoa,LOANED,420021570,2026-01-15,Tài sản mẫu kiểm thử số 798
AST-00799,Máy Điều Hòa Âm Trần Daikin 36000BTU #799,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-90510,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 8,Nguyễn Thị Hoa,LOANED,38046230,2026-01-16,Tài sản mẫu kiểm thử số 799
AST-00800,Máy Điều Hòa Âm Trần Daikin 36000BTU #800,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-70620,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 17,Phạm Minh Đức,ACTIVE,38004570,2026-01-17,Tài sản mẫu kiểm thử số 800
AST-00801,Pallet Nhựa Xanh Lót Sàn #801,Pallet Nhựa,1100x1100x120mm,SN-2026-69334,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 97,Nguyễn Thị Hoa,REPAIR,403900,2026-01-18,Tài sản mẫu kiểm thử số 801
AST-00802,Pallet Nhựa 2 Mặt Tải Trọng Nặng #802,Pallet Nhựa,1200x1200x160mm,SN-2026-11706,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 49,Nguyễn Thị Hoa,LOANED,572150,2026-01-19,Tài sản mẫu kiểm thử số 802
AST-00803,Pallet Nhựa Đen 1200x1000mm #803,Pallet Nhựa,1200x1000x150mm,SN-2026-59601,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 20,Phạm Minh Đức,ACTIVE,400420,2026-01-20,Tài sản mẫu kiểm thử số 803
AST-00804,Ghế Xoay Lưới Công Trình Ergonomic #804,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-23880,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 51,Hoàng Văn Thái,ACTIVE,1848310,2026-01-21,Tài sản mẫu kiểm thử số 804
AST-00805,Máy Điều Hòa Âm Trần Daikin 36000BTU #805,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-55444,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 20,Phạm Minh Đức,LOANED,37979030,2026-01-22,Tài sản mẫu kiểm thử số 805
AST-00806,Ghế Xoay Lưới Công Trình Ergonomic #806,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-95883,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 26,Nguyễn Thị Hoa,ACTIVE,1807720,2026-01-23,Tài sản mẫu kiểm thử số 806
AST-00807,Máy Điều Hòa Âm Trần Daikin 36000BTU #807,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-13901,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 93,Hoàng Văn Thái,SPARE,37964900,2026-01-24,Tài sản mẫu kiểm thử số 807
AST-00808,Màn Hình Dell UltraSharp 27 inch 4K #808,Thiết Bị IT,U2723QE,SN-2026-87462,DEPT-IT,Tầng 4 - Phòng IT - Ô 10,Phạm Minh Đức,LOANED,12817980,2026-01-25,Tài sản mẫu kiểm thử số 808
AST-00809,Pallet Gỗ Thông Xuất Khẩu Euro #809,Pallet Gỗ,1200x800x144mm,SN-2026-84608,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 77,Phạm Minh Đức,LOANED,227280,2026-01-26,Tài sản mẫu kiểm thử số 809
AST-00810,Máy Điều Hòa Âm Trần Daikin 36000BTU #810,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-33443,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 30,Nguyễn Thị Hoa,REPAIR,38047200,2026-01-27,Tài sản mẫu kiểm thử số 810
AST-00811,Pallet Nhựa 2 Mặt Tải Trọng Nặng #811,Pallet Nhựa,1200x1200x160mm,SN-2026-55118,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 71,Phạm Thị Lan,ACTIVE,579040,2026-01-28,Tài sản mẫu kiểm thử số 811
AST-00812,Máy In Tem Nhãn QR Code Thermal #812,Thiết Bị IT,Xprinter XP-420B,SN-2026-71232,DEPT-IT,Tầng 4 - Phòng IT - Ô 51,Nguyễn Văn Hùng,ACTIVE,2766130,2026-01-01,Tài sản mẫu kiểm thử số 812
AST-00813,Pallet Nhựa 2 Mặt Tải Trọng Nặng #813,Pallet Nhựa,1200x1200x160mm,SN-2026-14509,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 62,Nguyễn Thị Hoa,ACTIVE,580570,2026-01-02,Tài sản mẫu kiểm thử số 813
AST-00814,Xe Nâng Điện Toyota 2.5 Tấn #814,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-34942,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 28,Trần Văn Nam,SPARE,420017640,2026-01-03,Tài sản mẫu kiểm thử số 814
AST-00815,Bộ Máy Hàn TIG Điện Tử 250A #815,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-62873,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 92,Phạm Thị Lan,ACTIVE,12456870,2026-01-04,Tài sản mẫu kiểm thử số 815
AST-00816,Xe Nâng Điện Toyota 2.5 Tấn #816,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-18361,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 59,Hoàng Văn Thái,LOANED,419972000,2026-01-05,Tài sản mẫu kiểm thử số 816
AST-00817,Ghế Xoay Lưới Công Trình Ergonomic #817,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-34153,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 70,Trần Văn Nam,ACTIVE,1868840,2026-01-06,Tài sản mẫu kiểm thử số 817
AST-00818,Pallet Nhựa Đen 1200x1000mm #818,Pallet Nhựa,1200x1000x150mm,SN-2026-87216,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 10,Phạm Thị Lan,SPARE,419210,2026-01-07,Tài sản mẫu kiểm thử số 818
AST-00819,Pallet Nhựa 2 Mặt Tải Trọng Nặng #819,Pallet Nhựa,1200x1200x160mm,SN-2026-29890,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 11,Nguyễn Thị Hoa,SPARE,629670,2026-01-08,Tài sản mẫu kiểm thử số 819
AST-00820,Pallet Gỗ Thông Xuất Khẩu Euro #820,Pallet Gỗ,1200x800x144mm,SN-2026-40568,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 81,Nguyễn Văn Hùng,ACTIVE,231170,2026-01-09,Tài sản mẫu kiểm thử số 820
AST-00821,Máy Nén Khí Piston 15HP #821,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-60306,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 71,Trần Văn Nam,ACTIVE,34982150,2026-01-10,Tài sản mẫu kiểm thử số 821
AST-00822,Pallet Nhựa 2 Mặt Tải Trọng Nặng #822,Pallet Nhựa,1200x1200x160mm,SN-2026-49757,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 12,Trần Văn Nam,ACTIVE,623930,2026-01-11,Tài sản mẫu kiểm thử số 822
AST-00823,Pallet Nhựa Xanh Lót Sàn #823,Pallet Nhựa,1100x1100x120mm,SN-2026-93574,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 47,Phạm Minh Đức,LOANED,353400,2026-01-12,Tài sản mẫu kiểm thử số 823
AST-00824,Pallet Nhựa 2 Mặt Tải Trọng Nặng #824,Pallet Nhựa,1200x1200x160mm,SN-2026-93461,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 97,Trần Văn Nam,REPAIR,581930,2026-01-13,Tài sản mẫu kiểm thử số 824
AST-00825,Pallet Nhựa 2 Mặt Tải Trọng Nặng #825,Pallet Nhựa,1200x1200x160mm,SN-2026-28626,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 25,Phạm Thị Lan,ACTIVE,586330,2026-01-14,Tài sản mẫu kiểm thử số 825
AST-00826,Xe Nâng Điện Toyota 2.5 Tấn #826,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-90690,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 42,Trần Văn Nam,ACTIVE,419975730,2026-01-15,Tài sản mẫu kiểm thử số 826
AST-00827,Bộ Máy Hàn TIG Điện Tử 250A #827,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-90482,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 87,Phạm Thị Lan,LOANED,12517630,2026-01-16,Tài sản mẫu kiểm thử số 827
AST-00828,Pallet Nhựa 2 Mặt Tải Trọng Nặng #828,Pallet Nhựa,1200x1200x160mm,SN-2026-22120,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 10,Nguyễn Thị Hoa,SPARE,599570,2026-01-17,Tài sản mẫu kiểm thử số 828
AST-00829,Máy Nén Khí Piston 15HP #829,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-14537,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 20,Trần Văn Nam,REPAIR,34996940,2026-01-18,Tài sản mẫu kiểm thử số 829
AST-00830,Pallet Nhựa 2 Mặt Tải Trọng Nặng #830,Pallet Nhựa,1200x1200x160mm,SN-2026-66641,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 7,Phạm Minh Đức,ACTIVE,611450,2026-01-19,Tài sản mẫu kiểm thử số 830
AST-00831,Máy In Tem Nhãn QR Code Thermal #831,Thiết Bị IT,Xprinter XP-420B,SN-2026-61072,DEPT-IT,Tầng 4 - Phòng IT - Ô 54,Lê Vũ Tường,ACTIVE,2794100,2026-01-20,Tài sản mẫu kiểm thử số 831
AST-00832,Pallet Nhựa Đen 1200x1000mm #832,Pallet Nhựa,1200x1000x150mm,SN-2026-22055,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 92,Trần Văn Nam,ACTIVE,461500,2026-01-21,Tài sản mẫu kiểm thử số 832
AST-00833,Bộ Máy Hàn TIG Điện Tử 250A #833,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-66972,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 97,Phạm Thị Lan,ACTIVE,12477520,2026-01-22,Tài sản mẫu kiểm thử số 833
AST-00834,Máy Nén Khí Piston 15HP #834,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-23724,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 31,Hoàng Văn Thái,ACTIVE,34987510,2026-01-23,Tài sản mẫu kiểm thử số 834
AST-00835,Màn Hình Dell UltraSharp 27 inch 4K #835,Thiết Bị IT,U2723QE,SN-2026-11055,DEPT-IT,Tầng 4 - Phòng IT - Ô 6,Trần Văn Nam,ACTIVE,12783170,2026-01-24,Tài sản mẫu kiểm thử số 835
AST-00836,Xe Nâng Điện Toyota 2.5 Tấn #836,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-33952,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 100,Trần Văn Nam,SPARE,420003460,2026-01-25,Tài sản mẫu kiểm thử số 836
AST-00837,Xe Nâng Điện Toyota 2.5 Tấn #837,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-77981,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 8,Trần Văn Nam,LOANED,420002290,2026-01-26,Tài sản mẫu kiểm thử số 837
AST-00838,Pallet Nhựa 2 Mặt Tải Trọng Nặng #838,Pallet Nhựa,1200x1200x160mm,SN-2026-45712,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 58,Lê Vũ Tường,SPARE,662940,2026-01-27,Tài sản mẫu kiểm thử số 838
AST-00839,Pallet Nhựa 2 Mặt Tải Trọng Nặng #839,Pallet Nhựa,1200x1200x160mm,SN-2026-99675,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 76,Trần Văn Nam,LOANED,635850,2026-01-28,Tài sản mẫu kiểm thử số 839
AST-00840,Pallet Nhựa Xanh Lót Sàn #840,Pallet Nhựa,1100x1100x120mm,SN-2026-27957,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 31,Nguyễn Thị Hoa,ACTIVE,378150,2026-01-01,Tài sản mẫu kiểm thử số 840
AST-00841,Máy Nén Khí Piston 15HP #841,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-47037,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 96,Trần Văn Nam,ACTIVE,35038550,2026-01-02,Tài sản mẫu kiểm thử số 841
AST-00842,Màn Hình Dell UltraSharp 27 inch 4K #842,Thiết Bị IT,U2723QE,SN-2026-40756,DEPT-IT,Tầng 4 - Phòng IT - Ô 95,Nguyễn Thị Hoa,ACTIVE,12770990,2026-01-03,Tài sản mẫu kiểm thử số 842
AST-00843,Ghế Xoay Lưới Công Trình Ergonomic #843,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-89803,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 38,Phạm Minh Đức,LOANED,1818490,2026-01-04,Tài sản mẫu kiểm thử số 843
AST-00844,Pallet Nhựa Đen 1200x1000mm #844,Pallet Nhựa,1200x1000x150mm,SN-2026-20161,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 45,Phạm Minh Đức,ACTIVE,434580,2026-01-05,Tài sản mẫu kiểm thử số 844
AST-00845,Laptop Dell Latitude 5440 i7 #845,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-20337,DEPT-IT,Tầng 4 - Phòng IT - Ô 98,Lê Vũ Tường,ACTIVE,22545690,2026-01-06,Tài sản mẫu kiểm thử số 845
AST-00846,Pallet Nhựa Xanh Lót Sàn #846,Pallet Nhựa,1100x1100x120mm,SN-2026-26424,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 24,Phạm Thị Lan,SPARE,402390,2026-01-07,Tài sản mẫu kiểm thử số 846
AST-00847,Máy Điều Hòa Âm Trần Daikin 36000BTU #847,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-65753,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 63,Trần Văn Nam,ACTIVE,37959260,2026-01-08,Tài sản mẫu kiểm thử số 847
AST-00848,Máy Nén Khí Piston 15HP #848,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-89691,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 5,Lê Vũ Tường,REPAIR,35016770,2026-01-09,Tài sản mẫu kiểm thử số 848
AST-00849,Pallet Gỗ Thông Xuất Khẩu Euro #849,Pallet Gỗ,1200x800x144mm,SN-2026-37094,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 9,Phạm Thị Lan,ACTIVE,289460,2026-01-10,Tài sản mẫu kiểm thử số 849
AST-00850,Máy Điều Hòa Âm Trần Daikin 36000BTU #850,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-41198,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 81,Phạm Minh Đức,SPARE,37978920,2026-01-11,Tài sản mẫu kiểm thử số 850
AST-00851,Pallet Nhựa 2 Mặt Tải Trọng Nặng #851,Pallet Nhựa,1200x1200x160mm,SN-2026-96228,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 94,Hoàng Văn Thái,SPARE,661140,2026-01-12,Tài sản mẫu kiểm thử số 851
AST-00852,Xe Nâng Điện Toyota 2.5 Tấn #852,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-21969,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 44,Phạm Thị Lan,ACTIVE,420010660,2026-01-13,Tài sản mẫu kiểm thử số 852
AST-00853,Màn Hình Dell UltraSharp 27 inch 4K #853,Thiết Bị IT,U2723QE,SN-2026-17112,DEPT-IT,Tầng 4 - Phòng IT - Ô 69,Lê Vũ Tường,LOANED,12778500,2026-01-14,Tài sản mẫu kiểm thử số 853
AST-00854,Máy Điều Hòa Âm Trần Daikin 36000BTU #854,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-64078,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 3,Trần Văn Nam,ACTIVE,38014660,2026-01-15,Tài sản mẫu kiểm thử số 854
AST-00855,Máy Nén Khí Piston 15HP #855,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-37299,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 12,Nguyễn Văn Hùng,LOANED,34966370,2026-01-16,Tài sản mẫu kiểm thử số 855
AST-00856,Máy In Tem Nhãn QR Code Thermal #856,Thiết Bị IT,Xprinter XP-420B,SN-2026-84946,DEPT-IT,Tầng 4 - Phòng IT - Ô 72,Phạm Thị Lan,ACTIVE,2841870,2026-01-17,Tài sản mẫu kiểm thử số 856
AST-00857,Pallet Gỗ Thông Xuất Khẩu Euro #857,Pallet Gỗ,1200x800x144mm,SN-2026-56370,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 62,Phạm Thị Lan,ACTIVE,275150,2026-01-18,Tài sản mẫu kiểm thử số 857
AST-00858,Pallet Nhựa Xanh Lót Sàn #858,Pallet Nhựa,1100x1100x120mm,SN-2026-70302,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 81,Phạm Thị Lan,ACTIVE,338990,2026-01-19,Tài sản mẫu kiểm thử số 858
AST-00859,Bộ Máy Hàn TIG Điện Tử 250A #859,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-69583,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 49,Hoàng Văn Thái,SPARE,12496580,2026-01-20,Tài sản mẫu kiểm thử số 859
AST-00860,Pallet Nhựa Xanh Lót Sàn #860,Pallet Nhựa,1100x1100x120mm,SN-2026-89814,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 1,Hoàng Văn Thái,ACTIVE,422640,2026-01-21,Tài sản mẫu kiểm thử số 860
AST-00861,Pallet Nhựa 2 Mặt Tải Trọng Nặng #861,Pallet Nhựa,1200x1200x160mm,SN-2026-77368,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 90,Nguyễn Văn Hùng,REPAIR,580760,2026-01-22,Tài sản mẫu kiểm thử số 861
